date,voltage,current,power,energy,frequency,power_factor,alarm
2022-12-15 17:28,221.9057913616586,1.05036412556099,166.56228673189565,243,49.9375,0.7162346599610541,0.0
2022-12-15 18:40,221.86632508461688,1.8244260445535887,293.2149853579126,415,49.99999999999963,0.7270650621849355,0.0
2022-12-15 18:45,221.9951707680204,1.8263881274797142,294.8567367074587,439,50.0,0.7266709787743908,0.0
2022-12-15 18:50,219.2235947528365,6.455171112162953,1341.2401339735577,463,49.99999999999998,0.9541536456827607,0.0
2022-12-15 18:55,220.878470242465,1.842976694201036,303.7792395926562,549,50.0,0.7447216774597545,0.0
2022-12-15 19:00,222.28832541257754,1.634367505231685,260.80467383509927,640,49.925,0.7171847086702554,0.0
2022-12-15 19:05,222.2780740842574,1.6359168616697102,261.1956732102478,662,49.90000153053697,0.7159151979695403,0.0
2022-12-15 19:10,222.6697797422679,1.5790602218202854,250.0856442155221,683,49.96874867537408,0.7098207388592512,0.0
2022-12-15 19:15,222.28672367555131,1.632518122401808,257.9346968003853,705,49.99862418099347,0.7082567282902388,0.0
2022-12-15 19:20,222.52009042588077,1.6375154178084237,258.4946509421975,726,49.99999430715019,0.707144113657444,0.0
2022-12-15 19:25,222.7783123645631,1.6158187968206796,256.3850552017714,747,49.999975585564755,0.7121605082664733,0.0
2022-12-15 19:30,222.7508687003687,1.7086946941541623,271.89363962678675,768,50.0,0.7138691018400753,0.0
2022-12-15 19:35,221.64389733714717,1.6811358166076644,266.55488568684245,790,50.0,0.7145553128767435,0.0
2022-12-15 19:40,222.7387501492438,1.688999335344215,270.2385859088396,812,50.0,0.7171221494038666,0.0
2022-12-15 19:45,223.09319763616736,1.6444955401625774,262.50634144453306,834,50.0,0.7135667939271425,0.0
2022-12-15 19:50,223.20529159815894,1.6152797616837375,258.0435816596274,856,50.0,0.7140006787894614,0.0
2022-12-15 19:55,222.59475980552216,1.6180269797480216,258.1476094540284,877,50.0,0.7186906641295666,0.0
2022-12-15 20:00,222.4746017744245,1.6245325376954947,255.36729377029351,899,50.0,0.7071280359734087,0.0
2022-12-15 20:05,222.8494005792648,1.5757435921408613,249.5090691480459,920,49.9000373212575,0.7069893970634021,0.0
