date,voltage,current,power,energy,frequency,power_factor,alarm
2022-12-15 17:28,221.7228868203822,0.8024420149571443,139.81053331220005,118,49.975,0.7849966430664063,0.0
2022-12-15 18:40,222.1045030992471,0.8379060926318035,156.3798808408149,260,50.0,0.8399960973289124,0.0
2022-12-15 18:45,221.52364232720967,0.5886324711167068,111.82135573258545,273,50.0,0.8599999591697269,0.0
2022-12-15 18:50,221.95889274093366,0.5888087234740519,111.43157617004636,285,49.99999999888236,0.8508471686065608,0.0
2022-12-15 18:55,221.08448498046096,0.5848948293647187,110.77636193295488,294,50.0,0.8599218417928205,0.0
2022-12-15 19:00,221.75897071361732,0.5870547699447852,111.53210217561144,303,49.975,0.8599999618530274,0.0
2022-12-15 19:05,221.68436022297942,0.8995762986807276,165.4491405744409,313,49.90000610500903,0.8324904045375334,0.0
2022-12-15 19:10,221.9454735986027,0.8428345498129737,156.79234262174833,327,49.99898556598928,0.8400037002656611,0.0
2022-12-15 19:15,222.07497609196696,0.8387796337226425,156.7110717810217,340,49.974605976034894,0.8401565551757812,0.0
2022-12-15 19:20,222.51162519506744,0.5907531370984113,112.54785625215999,353,49.9999976560285,0.8599999987141929,0.0
2022-12-15 19:25,222.23591963853346,0.2729068727321462,40.80289086703364,364,49.99999999999998,0.6700327180503518,0.0
2022-12-15 19:30,222.49312684086186,0.2733359442204214,40.996501739789906,373,50.0,0.6712548828870057,0.0
2022-12-15 19:35,221.5589271497252,0.2736648440360589,40.71037540254908,376,50.0,0.6700000619888744,0.0
2022-12-15 19:40,222.5542167378619,0.621792377006416,95.0490038445219,380,50.0,0.6878623867034855,0.0
2022-12-15 19:45,222.9631523937466,0.5635532153583162,86.52536804559841,387,50.0,0.6913851493723002,0.0
2022-12-15 19:50,222.80386709069592,0.5573207325484265,85.86895658481504,395,50.0,0.691310757396003,0.0
2022-12-15 19:55,222.68840730333312,0.275094103706744,41.51550424136089,402,50.0,0.6800000237080086,0.0
2022-12-15 20:00,222.35158292285078,0.27203883335856016,40.903858893174345,408,50.0,0.6798411810398102,0.0
2022-12-15 20:05,222.7081654315706,0.27100204929045957,40.92060618269011,411,49.90000471083694,0.6800012186169624,0.0
2022-12-15 20:10,223.0552120200297,0.2712817384761005,41.08986530234836,415,49.988501946409905,0.68,0.0
2022-12-15 20:15,222.00093914534133,0.6229261630760967,94.54290590985866,418,49.99998779296871,0.6836854171752884,0.0
2022-12-15 20:20,222.82932865309613,0.5624755062967524,86.11819848452546,425,49.999999967403696,0.690039357915887,0.0
2022-12-15 20:25,222.63006747369792,0.5525402454147561,85.53720158661261,433,49.99999999962746,0.6953134345728156,0.0
2022-12-15 20:30,222.9632290817226,0.27663822756927875,41.74962133329838,440,50.0,0.6798681652358707,0.0
2022-12-15 20:35,222.63808051964224,0.27277578966639526,41.048646023244515,446,49.99998779296875,0.6772823866084219,0.0
2022-12-15 20:40,222.75218391714435,0.272507831577499,41.029515670008124,449,50.0,0.6774753747247451,0.0
2022-12-15 20:45,223.11719793055704,0.27451040722484127,41.26956033409486,453,50.0,0.6717218410951304,0.0
2022-12-15 20:50,221.69930631417262,0.6255199681974483,94.50660120332016,457,50.0,0.6787871551516491,0.0
2022-12-15 20:55,222.8571205002911,0.5537505976586652,86.14293772993486,463,50.0,0.6964475782659891,0.0
2022-12-15 21:00,223.42901001788596,0.5558944348905561,85.85636053320584,471,50.0,0.6914993914230692,0.0
2022-12-15 21:05,222.96171686079072,0.2759361129588689,41.755514274726,478,49.90039100686649,0.6800024429668776,0.0
2022-12-15 21:10,222.61220760616797,0.27299755488014243,40.97551402857053,484,49.99413986951738,0.6724977488070727,0.0
2022-12-15 21:15,222.86281947951238,0.2730122366058755,41.15232421047389,488,50.0,0.6799998474120936,0.0
2022-12-15 21:20,222.8418779219558,0.2727890929838848,41.11582481640245,491,49.99999990408803,0.6799999999952613,0.0
2022-12-15 21:25,221.8783443938526,0.6195704244611695,94.49048222212369,495,49.99999999976717,0.6907866674661631,0.0
2022-12-15 21:30,222.64638323093607,0.5528848419521193,86.12707539396989,502,50.0,0.7023586349684781,0.0
2022-12-15 21:35,223.0463342016443,0.547443467888755,85.63694592541367,509,49.9999997435592,0.7027344179737726,0.0
2022-12-15 21:40,222.78028289149069,0.2760548885104648,41.78694477244962,516,50.0,0.6800000396702051,0.0
2022-12-15 21:45,223.27837686598428,0.27175196900384946,41.1519171346705,522,50.0,0.6800047701504037,0.0
2022-12-15 21:50,223.39500783093172,0.2725114169500313,41.32733775006523,526,50.0,0.679921875,0.0
2022-12-15 21:55,223.53915305418582,0.2726562652589638,41.299150179901034,529,50.0,0.68,0.0
2022-12-15 22:00,223.7211714409525,0.6168669526343022,94.5489826195163,533,50.0,0.6839294740035803,0.0
